76,310,363
44,144,229
43,172,178
41,84,145
122,159,250
50,121,152
9,77,210
31,289,302
33,63,288
24,41,100
147,196,281
121,202,225
313,410,414
15,119,127
378,425,428
209,372,406
21,42,211
254,414,424
274,387,411
86,146,165
63,129,174
48,71,275
0,40,113
166,233,234
47,126,330
106,201,221
25,160,250
304,353,402
393,408,413
320,390,393
88,101,324
417,418,420
1,182,243
17,62,206
189,427,428
32,365,373
296,414,425
315,341,381
22,230,278
31,222,377
29,75,88
5,87,144
162,221,314
249,401,404
144,212,279
153,234,266
42,139,168
74,345,409
92,369,385
6,98,199
63,197,371
128,305,380
370,414,419
120,159,349
13,121,237
291,333,364
77,215,375
230,262,328
68,89,95
67,158,269
252,295,342
88,322,338
86,296,326
15,345,348
264,379,382
308,320,363
64,193,406
306,409,418
162,210,219
45,239,241
205,317,362
23,103,176
217,223,376
29,145,345
342,371,390
83,92,242
27,157,183
32,92,298
13,19,83
216,244,376
56,272,349
83,90,138
93,184,276
68,263,360
20,346,362
63,159,394
16,326,350
263,392,402
223,293,312
172,185,290
1,7,247
58,173,388
89,156,323
99,131,230
2,95,180
19,83,214
325,338,387
0,174,223
15,79,85
181,339,352
377,427,428
232,378,421
333,353,393
61,131,217
12,51,114
199,213,379
27,173,230
36,398,408
48,187,320
103,359,401
73,78,238
95,314,397
138,264,284
192,243,256
87,207,219
364,370,404
4,171,268
266,286,336
324,382,388
102,174,177
15,74,94
176,328,387
54,97,302
258,264,280
347,380,383
139,373,416
115,246,286
171,189,198
246,318,392
122,262,335
21,58,111
177,240,272
154,195,242
153,190,274
374,376,420
235,375,398
142,195,410
20,231,274
95,125,170
68,376,395
19,75,162
12,53,357
26,83,211
112,154,252
35,104,186
228,332,378
261,273,314
230,232,285
180,236,385
142,159,246
262,412,426
339,350,360
105,126,404
102,183,218
3,133,408
128,291,394
14,220,293
37,267,295
18,242,272
205,372,402
32,77,239
103,111,113
14,233,341
4,85,100
40,319,332
0,160,384
403,407,417
383,400,403
6,135,228
18,65,117
341,365,416
24,67,292
107,137,160
16,312,328
248,262,271
188,415,427
8,77,115
47,143,231
61,101,268
21,74,163
98,315,381
46,115,193
111,322,395
51,129,250
239,248,256
126,136,153
65,139,244
125,196,226
76,188,213
175,318,352
105,300,352
248,279,372
301,352,368
27,163,210
47,190,406
66,390,407
56,350,357
255,260,287
161,203,345
133,151,262
30,148,198
50,133,336
178,200,236
128,180,308
58,261,316
142,383,397
67,167,311
10,138,226
117,296,351
107,141,376
306,346,375
162,392,426
83,134,192
102,186,299
44,136,168
82,292,306
82,168,276
100,130,263
16,121,368
23,322,337
283,362,383
37,318,324
85,180,329
33,167,177
252,282,343
205,329,420
60,208,335
57,164,248
101,215,279
70,123,170
59,91,166
42,55,85
3,27,279
195,313,390
22,30,398
41,85,142
237,421,423
265,270,339
124,177,284
134,313,334
52,102,281
9,59,149
67,101,108
71,93,228
86,195,254
6,140,153
82,113,137
314,360,381
181,213,283
36,111,370
311,409,421
259,290,327
28,47,53
203,226,365
113,331,410
45,195,233
324,347,410
79,146,166
8,60,186
28,48,257
79,307,310
124,179,227
119,146,289
29,126,222
67,131,281
137,265,297
131,392,397
371,391,403
20,73,289
337,355,371
65,202,215
26,364,396
101,237,387
17,64,249
151,258,281
223,239,255
214,377,387
37,79,236
158,320,340
150,204,213
11,102,135
56,185,194
235,287,329
156,165,240
20,197,409
44,155,290
140,203,309
73,302,326
209,301,371
123,294,328
68,108,384
34,213,363
177,208,343
17,31,149
99,334,384
179,251,256
59,301,398
9,89,267
163,224,234
41,181,211
25,37,86
180,215,322
269,299,376
228,395,412
51,291,366
12,370,402
40,52,80
209,276,389
265,368,415
65,241,277
1,105,140
45,63,137
241,365,393
288,292,351
11,80,116
27,52,64
258,284,286
220,336,388
297,319,329
151,286,334
4,81,174
143,312,412
148,360,373
10,232,363
75,146,227
44,63,69
292,307,395
47,303,348
78,164,218
25,172,323
15,288,294
264,353,375
39,57,112
139,193,246
17,206,254
46,57,60
77,99,225
37,133,257
74,330,363
42,102,238
89,154,372
150,178,317
208,245,253
92,125,218
141,244,311
258,299,354
233,234,235
131,352,392
33,60,68
296,399,413
136,212,240
11,86,310
1,260,347
294,301,347
243,356,374
41,340,397
55,71,87
123,257,397
6,121,276
24,131,166
354,355,374
66,180,187
52,214,224
293,357,416
81,188,197
313,405,416
33,76,173
41,109,280
3,117,335
40,149,173
29,157,263
309,341,364
18,208,284
330,420,427
54,161,272
65,90,144
187,298,316
221,382,422
8,72,169
76,188,415
38,297,354
277,304,349
48,187,316
70,168,170
136,154,241
316,346,388
117,169,343
129,381,395
18,149,152
391,392,418
287,351,371
120,330,332
93,407,424
45,69,82
37,236,386
56,119,318
2,72,164
200,280,359
361,377,391
295,338,343
64,277,335
57,222,286
10,78,399
68,165,300
295,310,339
49,100,158
209,274,303
91,202,213
160,262,295
14,110,310
171,221,342
186,202,329
58,122,255
4,99,295
147,223,361
127,345,401
7,29,185
189,289,298
45,55,146
91,263,274
30,49,156
50,198,423
12,154,174
13,61,158
97,421,423
323,333,389
25,72,84
219,251,364
400,409,415
244,270,380
323,361,416
221,271,283
54,150,264
17,399,416
107,336,352
112,339,344
355,360,382
263,303,327
85,173,211
44,94,280
316,353,385
159,193,344
69,139,180
6,306,360
3,297,318
12,16,132
61,189,271
207,284,285
143,188,288
176,336,354
206,257,356
276,308,321
110,225,284
132,171,284
11,132,228
50,51,177
29,161,238
42,66,396
143,189,281
31,39,109
411,422,423
320,359,368
304,394,406
212,315,364
96,181,227
133,298,357
39,87,217
110,153,422
79,122,260
21,340,362
8,271,386
114,124,209
170,326,338
130,201,207
43,141,272
61,67,96
17,81,235
30,155,179
0,143,169
33,98,258
70,311,380
340,386,398
329,365,380
32,61,78
69,259,353
226,235,314
104,300,320
151,251,272
127,203,369
194,305,369
93,104,118
76,233,268
86,278,283
2,8,23
70,183,285
137,143,215
179,395,403
19,229,231
195,251,342
130,167,338
58,108,248
80,402,419
184,220,251
149,331,375
172,252,268
60,111,394
348,425,426
2,139,140
2,149,271
8,36,116
5,328,359
408,424,426
231,402,428
134,249,372
330,389,405
24,369,379
52,349,391
130,360,367
150,233,348
28,80,192
80,106,109
203,316,350
130,271,289
38,207,264
20,84,257
12,103,384
5,374,410
282,307,326
21,62,300
64,333,387
189,198,199
40,315,323
81,148,225
43,163,363
191,247,289
3,155,291
16,379,422
22,259,269
22,171,206
185,225,248
39,338,413
62,142,254
74,199,232
399,408,413
206,232,265
141,298,396
208,350,381
9,84,100
88,117,128
13,161,194
35,135,206
1,135,261
106,220,224
34,327,394
202,254,267
1,175,354
105,127,176
152,366,418
127,335,336
49,92,112
48,52,184
118,426,428
13,157,171
106,175,222
28,312,320
53,286,404
270,298,342
163,240,359
344,358,396
144,275,294
35,179,261
